,remainder
937,3.0410248180986343
938,-0.9593545649564703
939,-11.959733948011603
940,-25.960113331066708
941,-20.960492714121813
942,-20.960872097176946
943,-31.00011095291802
944,-16.000490335973126
945,4.9991302809717695
946,40.998750897916636
947,-2.0016284851384682
948,-12.002007868193573
949,-9.002387251248678
950,9.99723336569619
951,18.996853982641085
952,20.99647459958598
953,32.99609521653085
954,32.99571583347574
955,21.995336450420638
956,6.994957067365533
957,8.9945776843104
958,33.994198301255295
959,17.99381891820019
960,43.99343953514506
961,55.99306015208995
962,55.99268076903485
963,65.99230138597974
964,46.99192200292461
965,26.991542619869506
966,4.991163236814401
967,-14.009216146240703
968,-29.009595529295837
969,-27.00997491235094
970,-22.010354295406046
971,-15.010733678461179
972,-15.011113061516284
973,-42.01149244457139
974,-11.436656346759577
975,-29.43703572981471
976,3.5625848871301855
977,9.56220550407508
978,15.561826121019948
979,23.561446737964843
980,29.56106735490974
981,18.560687971854634
982,-13.4396914112005
983,-32.440070794255604
984,-23.44045017731071
985,-9.440829560365813
986,-4.441208943420946
987,9.558411673523949
988,23.558032290468844
989,27.55765290741371
990,-9.442726475641393
991,-6.443105858696498
992,12.556514758248397
993,32.556135375193264
994,0.5557559921381596
995,-19.444623390916945
996,-26.445002773972078
997,-36.44538215702718
998,-41.44576154008229
999,-56.44614092313739
1000,-29.446520306192525
1001,-15.44689968924763
1002,6.5527209276972656
1003,5.552341544642161
1004,34.4368183326816
1005,38.43643894962648
1006,27.43605956657136
1007,10.435680183516254
1008,26.435300800461135
1009,35.43492141740603
1010,45.43454203435091
1011,57.43416265129581
1012,79.43378326824069
1013,44.433403885185584
1014,40.433024502130465
1015,20.432645119075346
1016,-0.5677342639797587
1017,7.4318863529651225
1018,47.43150696991002
1019,53.4311275868549
1020,30.430748203799794
1021,-33.569631179255325
1022,-9.57001056231043
1023,18.429610054634452
1024,23.429230671579333
1025,27.42885128852423
1026,8.42847190546911
1027,7.428092522414005
1028,1.427713139358886
1029,-3.5726662436962187
1030,-26.573045626751338
1031,-10.573425009806442
1032,6.426195607138439
1033,-25.57418377591668
1034,-51.574563158971785
1035,-7.459395364847651
1036,13.540225252097237
1037,18.539845869042118
1038,33.539466485987006
1039,-7.460912897068106
1040,-17.461292280123217
1041,-44.46167166317833
1042,-41.46205104623344
1043,-19.462430429288553
1044,-11.462809812343664
1045,-28.463189195398776
1046,-31.463568578453895
1047,-48.46394796150901
1048,-35.46432734456412
1049,-3.4647067276192303
1050,5.534913889325658
1051,-4.465465493729454
1052,3.5341551232154345
1053,7.533775740160323
1054,-3.466603642894789
1055,-34.46698302594991
1056,-17.46736240900502
1057,-21.46774179206013
1058,-28.468121175115243
1059,17.531499441829645
1060,7.531120058774533
1061,-43.46925932428058
1062,18.53036129266431
1063,39.5299819096092
1064,24.52960252655408
1065,1.4380686452593707
1066,-50.56231073779574
1067,-19.562690120850853
1068,7.436930496094034
1069,0.4365511130389219
1070,-3.5638282700161916
1071,0.4357923469286966
1072,3.435412963873583
1073,15.435033580818471
1074,14.434654197763358
1075,0.434274814708246
1076,18.433895431653134
1077,20.433516048598023
1078,65.4331366655429
1079,15.432757282487795
1080,59.43237789943268
1081,20.43199851637757
1082,-17.568380866677543
1083,-18.568760249732655
1084,43.43086036721223
1085,29.43048098415712
1086,8.430101601102008
1087,32.4297222180469
1088,22.429342834991782
1089,18.42896345193667
1090,19.428584068881555
1091,4.428204685826445
1092,-3.5721746972286663
1093,-23.57255408028378
1094,-37.57293346333889
1095,4.426687153605995
1096,-2.2491009908597523
1097,-58.249480373914864
1098,-64.24985975696998
1099,-137.2502391400251
1100,-152.2506185230802
1101,-88.25099790613531
1102,-58.25137728919043
1103,-50.25175667224554
1104,-23.252136055300653
1105,-46.252515438355765
1106,-21.252894821410877
1107,-52.25327420446599
1108,6.746346412478897
1109,-34.25403297057622
1110,24.745587646368673
1111,28.74520826331356
1112,46.744828880258446
1113,53.744449497203334
1114,42.74407011414822
1115,53.74369073109311
1116,48.743311348038
1117,57.74293196498289
1118,30.74255258192777
1119,2.742173198872659
1120,15.741793815817546
1121,7.741414432762434
1122,36.74103504970732
1123,37.74065566665221
1124,15.740276283597096
1125,19.739896900541982
1126,37.739517517486874
1127,12.892810210775481
1128,55.89243082772037
1129,59.892051444665256
1130,42.891672061610144
1131,47.89129267855503
1132,25.89091329549992
1133,88.89053391244481
1134,52.89015452938969
1135,47.88977514633458
1136,32.88939576327947
1137,42.889016380224355
1138,42.88863699716924
1139,18.88825761411413
1140,5.887878231059019
1141,4.887498848003906
1142,-15.112880535051207
1143,-39.11325991810632
1144,-40.113639301161435
1145,-26.114018684216546
1146,-21.114398067271658
1147,-19.11477745032677
1148,-6.1151568333818815
1149,-14.115536216436993
1150,1.8840844005078932
1151,11.88370501745278
1152,52.883325634397664
1153,63.88294625134255
1154,29.88256686828744
1155,8.554218202189709
1156,23.553838819134597
1157,13.553459436079486
1158,0.5530800530243738
1159,1.552700669969262
1160,1.5523212869141503
1161,7.5519419038590385
1162,18.551562520803927
1163,29.551183137748815
1164,33.550803754693696
1165,38.550424371638584
1166,12.550044988583473
1167,31.54966560552836
1168,15.549286222473249
1169,12.548906839418137
1170,5.548527456363026
1171,1.5481480733079138
1172,-1.452231309747198
1173,4.547389307197683
1174,25.54700992414257
1175,16.54663054108746
1176,21.546251158032348
1177,37.545871774977236
1178,51.545492391922124
1179,51.54511300886701
1180,56.5447336258119
1181,45.54435424275679
1182,33.54397485970167
1183,47.54359547664656
1184,82.54321609359144
1185,84.54283671053633
1186,46.352870528858915
1187,16.352491145803796
1188,1.3521117627486774
1189,13.351732379693573
1190,-3.648647003361546
1191,-21.64902638641665
1192,41.35059423052823
1193,57.350214847473126
1194,52.34983546441801
1195,65.34945608136289
1196,54.34907669830778
1197,-9.651302684747336
1198,6.34831793219756
1199,33.34793854914244
1200,50.347559166087336
1201,68.34717978303222
1202,41.34680039997711
1203,51.346421016921994
1204,50.34604163386689
1205,9.34566225081177
1206,-1.6547171322433485
1207,3.344903484701547
1208,24.344524101646428
1209,42.34414471859132
1210,67.3437653355362
1211,70.3433859524811
1212,48.34300656942598
1213,39.342627186370876
1214,19.342247803315757
1215,20.34186842026064
1216,-29.42220859681798
1217,-22.4225879798731
1218,-3.4229673629282047
1219,-44.423346745983324
1220,-59.42372612903843
1221,-29.424105512093547
1222,-7.424484895148652
1223,-10.42486427820377
1224,19.57475633874111
1225,12.574376955686006
1226,11.573997572630887
1227,14.573618189575782
1228,30.573238806520664
1229,12.572859423465559
1230,40.57248004041044
1231,70.57210065735534
1232,72.57172127430022
1233,38.5713418912451
1234,-30.429037491810007
1235,-39.429416874865126
1236,-29.42979625792023
1237,-10.43017564097535
1238,-6.430555024030454
1239,9.569065592914427
1240,11.568686209859322
1241,-2.4316931731957965
1242,-18.432072556250915
1243,-16.43245193930602
1244,-8.432831322361139
1245,-3.4332107054162435
1246,-3.4335900884713624
1247,-19.63559100960279
1248,-22.635970392657896
1249,-14.636349775713029
1250,-5.636729158768134
1251,-9.637108541823238
1252,-8.637487924878371
1253,-13.637867307933476
1254,-29.63824669098858
1255,-22.638626074043685
1256,-30.63900545709882
1257,-27.639384840153923
1258,-26.639764223209028
1259,-19.64014360626416
1260,-22.640522989319265
1261,-30.64090237237437
1262,-0.6412817554294747
1263,-6.641661138484608
1264,6.3579594784602875
1265,-17.642419904594817
1266,-18.642799287649922
1267,-13.643178670705055
1268,-14.64355805376016
1269,21.356062563184736
1270,16.355683180129603
1271,-11.644696202925502
1272,-17.645075585980607
1273,24.35454503096429
1274,36.354165647909156
1275,52.35378626485405
1276,35.353406881798946
1277,42.91203457936035
1278,68.91165519630525
1279,40.91127581325014
1280,-8.089103569804962
1281,3.910517047139905
1282,34.9101376640848
1283,54.909758281029696
1284,8.909378897974591
1285,2.908999514919458
1286,14.908620131864353
1287,2.9082407488092485
1288,-8.092138634245885
1289,-3.092518017300989
1290,-4.092897400356094
1291,-16.0932767834112
1292,-14.093656166466332
1293,-6.094035549521436
1294,-10.09441493257654
1295,-19.094794315631674
1296,-17.09517369868678
